STA,stationName,country,YR,MO,DA,PRCP,MAX,MIN
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,9,5,0,87,66
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,9,6,0.01,87,69
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,9,7,0,86,66
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,9,8,0,89,65
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,9,9,0,86,62
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,9,10,0,86,62
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,9,11,0,88,65
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,9,12,0,88,70
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,9,13,0,87,68
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,9,14,0,87,67
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,9,15,0,87,65
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,9,16,0.01,88,66
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,9,17,0,86,68
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,9,18,T,87,70
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,9,19,0,87,65
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,9,20,0.13,86,68
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,9,21,0,86,64
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,9,22,0.19,82,65
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,9,23,0,86,66
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,9,24,0,86,66
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,9,25,0,89,65
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,9,26,0,88,66
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,9,27,0,87,66
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,9,28,T,89,65
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,9,29,0,89,66
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,9,30,0,90,68
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,10,1,0,88,68
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,10,2,0,87,70
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,10,3,T,85,68
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,10,4,0,85,64
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,10,5,0,85,63
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,10,6,0,85,66
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,10,7,T,84,64
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,10,8,0,85,63
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,10,9,0,86,63
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,10,10,0.1,87,69
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,10,11,0.23,82,68
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,10,12,T,82,66
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,10,13,0.04,82,67
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,10,14,T,83,70
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,10,15,0.06,85,70
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,10,16,0.11,83,69
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,10,17,0.09,78,68
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,10,18,0,83,66
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,10,19,0,85,66
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,10,20,0,85,65
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,10,21,0,85,67
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,10,22,T,84,66
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,10,23,0,83,65
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,10,24,0.21,81,67
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,10,25,0.11,79,67
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,10,26,0.04,79,67
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,10,27,0,79,66
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,10,28,0,84,64
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,10,29,0,83,65
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,10,30,T,86,67
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,10,31,0,85,67
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,11,1,0.03,82,64
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,11,2,0,84,65
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,11,3,T,84,64
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,11,4,0,85,64
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,11,5,0.02,86,65
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,11,6,0,85,65
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,11,7,0.14,80,65
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,11,8,1.35,83,65
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,11,9,0,85,65
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,11,10,0,83,61
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,11,11,0,83,64
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,11,12,0,83,60
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,11,13,0,82,64
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,11,14,0.02,84,65
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,11,15,0,83,68
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,11,16,0.03,80,65
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,11,17,0,81,64
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,11,18,0.01,81,62
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,11,19,0,81,63
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,11,20,0.08,80,61
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,11,21,0,81,64
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,11,22,0,85,66
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,11,23,0.1,80,64
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,11,24,0,83,62
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,11,25,0,83,61
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,11,26,0,81,59
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,11,27,0,81,62
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,11,28,0,82,61
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,11,29,T,80,64
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,11,30,0,80,64
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,12,1,0,81,67
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,12,2,0,81,64
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,12,3,0,82,62
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,12,4,0,80,67
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,12,5,0.2,74,66
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,12,6,0.05,75,65
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,12,7,0.03,73,65
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,12,8,0,79,63
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,12,9,0,81,62
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,12,10,T,79,63
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,12,11,T,78,64
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,12,12,0,79,61
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,12,13,0,80,61
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,12,14,0,80,64
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,12,15,0.03,74,62
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,12,16,0,77,62
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,12,17,0,76,62
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,12,18,T,78,62
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,12,19,0.09,77,63
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,12,20,T,75,63
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,12,21,0,78,60
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,12,22,0,80,62
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,12,23,0,78,60
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,12,24,0,81,64
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,12,25,1.21,80,63
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,12,26,0.06,79,65
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,12,27,0.02,82,66
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,12,28,0.87,82,65
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,12,29,0.09,80,64
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,12,30,0,79,59
22507,Mokuleia Field/AAF,Pacific Ocean Islands,44,12,31,0,79,56
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,1,1,0,81,58
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,1,2,0,80,56
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,1,3,0,80,58
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,1,4,0,80,58
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,1,5,T,84,66
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,1,6,0,81,60
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,1,7,0,78,62
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,1,8,0,78,60
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,1,9,0,83,57
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,1,10,0,81,56
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,1,11,0,82,59
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,1,12,0,80,60
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,1,13,0,81,63
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,1,14,0,82,63
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,1,15,0,83,60
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,1,16,0.02,81,57
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,1,17,T,82,60
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,1,18,0,81,61
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,1,19,0,82,56
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,1,20,0,81,59
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,1,21,0.11,83,63
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,1,22,0,76,63
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,1,23,0,81,59
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,1,24,0,83,56
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,1,25,0,83,63
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,1,26,0,81,59
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,1,27,0,81,62
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,1,28,0,83,60
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,1,29,0.05,81,69
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,1,30,0.03,81,69
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,1,31,0,83,67
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,2,1,0,82,63
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,2,2,0,83,58
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,2,3,0,82,62
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,2,4,0.09,82,59
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,2,5,0.6,76,68
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,2,6,0,83,73
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,2,7,0,83,70
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,2,8,0,81,65
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,2,9,0,84,64
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,2,10,0.02,82,62
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,2,11,0,82,65
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,2,12,0,82,59
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,2,13,0,81,59
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,2,14,T,81,63
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,2,15,T,80,59
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,2,16,T,80,61
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,2,17,T,80,66
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,2,18,0,79,65
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,2,19,T,85,60
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,2,20,0,85,65
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,2,21,0.02,83,61
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,2,22,0.06,78,62
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,2,23,0,81,61
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,2,24,0,84,64
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,2,25,0.03,80,64
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,2,26,0,82,63
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,2,27,T,81,64
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,2,28,T,80,64
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,3,1,0,83,60
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,3,2,0,80,65
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,3,3,T,82,64
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,3,4,0.03,81,65
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,3,5,0.01,81,65
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,3,6,0,81,65
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,3,7,0,80,64
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,3,8,T,80,62
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,3,9,T,79,63
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,3,10,0,83,60
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,3,11,0,81,65
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,3,12,0,80,63
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,3,13,0.01,79,66
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,3,14,0,83,67
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,3,15,0,81,63
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,3,16,T,80,60
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,3,17,0.03,80,66
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,3,18,0.03,83,65
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,3,19,T,82,67
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,3,20,0,85,64
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,3,21,0,84,60
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,3,22,T,81,67
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,3,23,0,82,67
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,3,24,T,81,68
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,3,25,T,84,64
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,3,26,T,83,66
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,3,27,T,82,67
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,3,28,0.1,82,68
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,3,29,0.07,78,63
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,3,30,0,85,64
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,3,31,0,83,62
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,4,1,0,84,65
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,4,2,0,85,62
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,4,3,0.01,83,65
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,4,4,0.2,82,63
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,4,5,0.14,81,68
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,4,6,2.69,73,64
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,4,7,0.17,82,63
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,4,8,0.15,78,63
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,4,9,0.17,83,69
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,4,10,0,86,67
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,4,11,0,85,69
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,4,12,0,81,64
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,4,13,0.38,73,65
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,4,14,0.04,77,64
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,4,15,T,75,68
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,4,16,0.54,78,66
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,4,17,0,83,63
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,4,18,0.12,81,63
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,4,19,0,81,63
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,4,20,0,84,61
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,4,21,0,82,66
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,4,22,T,85,65
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,4,23,2.06,80,70
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,4,24,4.14,77,68
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,4,25,0,84,67
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,4,26,0,82,65
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,4,27,0.04,82,65
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,4,28,0,83,64
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,4,29,0,83,64
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,4,30,0,85,66
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,5,1,0.18,86,69
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,5,2,0,82,68
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,5,3,0,83,63
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,5,4,0,84,68
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,5,5,0,84,67
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,5,6,T,86,70
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,5,7,0,86,70
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,5,8,0,83,66
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,5,9,0,86,66
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,5,10,0,85,65
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,5,11,0,82,65
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,5,12,0,88,65
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,5,13,0,89,65
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,5,14,0,86,70
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,5,15,0,87,68
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,5,16,0,89,68
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,5,17,0,88,65
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,5,18,0,87,66
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,5,19,0,90,68
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,5,20,0,85,67
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,5,21,0,84,66
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,5,22,0,85,64
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,5,23,0,86,65
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,5,24,T,85,63
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,5,25,0,87,66
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,5,26,T,87,65
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,5,27,0,85,67
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,5,28,0,88,64
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,5,29,0.08,86,68
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,5,30,0,85,68
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,5,31,0,88,67
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,6,1,0,87,67
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,6,2,0,88,69
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,6,3,0.01,87,70
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,6,4,T,86,69
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,6,5,T,87,74
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,6,6,0,89,71
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,6,7,0,88,70
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,6,8,T,87,72
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,6,9,0,89,70
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,6,10,0,89,65
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,6,11,T,87,68
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,6,12,0,89,69
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,6,13,0,86,66
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,6,14,T,85,66
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,6,15,0,85,70
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,6,16,0,86,68
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,6,17,0,87,67
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,6,18,0,88,68
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,6,19,0.01,86,69
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,6,20,0.01,87,69
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,6,21,0,85,70
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,6,22,0,86,69
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,6,23,T,89,70
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,6,24,0,88,70
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,6,25,0,88,70
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,6,26,0.01,84,68
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,6,27,T,88,67
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,6,28,0,86,68
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,6,29,0,85,69
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,6,30,0,86,67
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,7,1,0.16,87,67
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,7,2,0.05,85,67
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,7,3,0,85,68
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,7,4,0,87,66
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,7,5,0,86,66
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,7,6,T,88,68
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,7,7,0,89,67
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,7,8,0,87,66
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,7,9,0,89,70
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,7,10,T,86,67
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,7,11,0,91,71
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,7,12,0,88,72
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,7,13,0,88,68
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,7,14,0,86,69
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,7,15,0,92,69
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,7,16,0,89,70
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,7,17,T,87,71
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,7,18,T,87,72
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,7,19,T,87,69
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,7,20,T,89,72
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,7,21,0.03,85,70
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,7,22,T,85,70
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,7,23,0,88,72
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,7,24,0.02,88,69
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,7,25,0.95,86,68
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,7,26,0,88,68
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,7,27,0,89,69
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,7,28,T,86,72
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,7,29,0.01,87,71
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,7,30,0.1,86,70
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,7,31,0,87,68
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,8,1,0,88,72
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,8,2,0.03,87,70
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,8,3,0,87,69
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,8,4,0,86,70
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,8,5,0.36,85,70
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,8,6,0.1,87,72
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,8,7,0.03,86,69
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,8,8,T,87,69
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,8,9,0,87,70
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,8,10,0,88,68
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,8,11,0,86,70
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,8,12,T,86,69
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,8,13,0,87,70
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,8,14,T,88,68
22507,Mokuleia Field/AAF,Pacific Ocean Islands,45,8,15,T,88,69
